region,week,pango,who,variant,pct,pct_ci_lo,pct_ci_hi
1,2022-02-12,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-02-12,BA.4,Omicron,BA.4,0,NA,NA
1,2022-02-12,BA.4.6,Omicron,Other,0,NA,NA
1,2022-02-12,BA.5,Omicron,BA.5,0,NA,NA
1,2022-02-12,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-02-12,BF.11,NA,Other,0,NA,NA
1,2022-02-12,BF.7,NA,Other,0,NA,NA
1,2022-02-12,BN.1,NA,Other,0,NA,NA
1,2022-02-12,BQ.1,Omicron,Other,0,NA,NA
1,2022-02-12,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-02-12,Other,NA,Other,0.1,0,0.3
1,2022-02-12,XBB,Omicron,Other,0,NA,NA
1,2022-02-12,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-02-19,B.1.1.529,NA,BA.1,14.7,10,20.6
1,2022-02-19,B.1.617.2,Delta,Delta,0.4,0,1.5
1,2022-02-19,BA.1.1,Omicron,BA.1,77.1,67.9,84.8
1,2022-02-19,BA.2,Omicron,BA.2,7.8,3.8,13.7
1,2022-02-19,BA.2.12.1,Omicron,BA.2.12,0,NA,NA
1,2022-02-19,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-02-19,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-02-19,BA.4,Omicron,BA.4,0,NA,NA
1,2022-02-19,BA.4.6,Omicron,Other,0,NA,NA
1,2022-02-19,BA.5,Omicron,BA.5,0,NA,NA
1,2022-02-19,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-02-19,BF.11,NA,Other,0,NA,NA
1,2022-02-19,BF.7,NA,Other,0,NA,NA
1,2022-02-19,BN.1,NA,Other,0,NA,NA
1,2022-02-19,BQ.1,Omicron,Other,0,NA,NA
1,2022-02-19,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-02-19,Other,NA,Other,0,NA,NA
1,2022-02-19,XBB,Omicron,Other,0,NA,NA
1,2022-02-19,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-02-26,B.1.1.529,NA,BA.1,13.4,11.6,15.4
1,2022-02-26,B.1.617.2,Delta,Delta,0.2,0,0.6
1,2022-02-26,BA.1.1,Omicron,BA.1,74.1,68.5,79.1
1,2022-02-26,BA.2,Omicron,BA.2,12.2,7.2,18.8
1,2022-02-26,BA.2.12.1,Omicron,BA.2.12,0.2,0,0.9
1,2022-02-26,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-02-26,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-02-26,BA.4,Omicron,BA.4,0,NA,NA
1,2022-02-26,BA.4.6,Omicron,Other,0,NA,NA
1,2022-02-26,BA.5,Omicron,BA.5,0,NA,NA
1,2022-02-26,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-02-26,BF.11,NA,Other,0,NA,NA
1,2022-02-26,BF.7,NA,Other,0,NA,NA
1,2022-02-26,BN.1,NA,Other,0,NA,NA
1,2022-02-26,BQ.1,Omicron,Other,0,NA,NA
1,2022-02-26,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-02-26,Other,NA,Other,0,NA,NA
1,2022-02-26,XBB,Omicron,Other,0,NA,NA
1,2022-02-26,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-03-05,B.1.1.529,NA,BA.1,12.3,10.5,14.2
1,2022-03-05,B.1.617.2,Delta,Delta,0.2,0,0.8
1,2022-03-05,BA.1.1,Omicron,BA.1,66.2,59.8,72.2
1,2022-03-05,BA.2,Omicron,BA.2,21.2,15.7,27.7
1,2022-03-05,BA.2.12.1,Omicron,BA.2.12,0.1,0,0.3
1,2022-03-05,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-03-05,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-03-05,BA.4,Omicron,BA.4,0,NA,NA
1,2022-03-05,BA.4.6,Omicron,Other,0,NA,NA
1,2022-03-05,BA.5,Omicron,BA.5,0,NA,NA
1,2022-03-05,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-03-05,BF.11,NA,Other,0,NA,NA
1,2022-03-05,BF.7,NA,Other,0,NA,NA
1,2022-03-05,BN.1,NA,Other,0,NA,NA
1,2022-03-05,BQ.1,Omicron,Other,0,NA,NA
1,2022-03-05,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-03-05,Other,NA,Other,0,NA,NA
1,2022-03-05,XBB,Omicron,Other,0,NA,NA
1,2022-03-05,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-03-12,B.1.1.529,NA,BA.1,6.9,4.7,9.7
1,2022-03-12,B.1.617.2,Delta,Delta,0.1,0,0.3
1,2022-03-12,BA.1.1,Omicron,BA.1,54.4,48.8,59.8
1,2022-03-12,BA.2,Omicron,BA.2,38.2,32.8,43.9
1,2022-03-12,BA.2.12.1,Omicron,BA.2.12,0.4,0.2,0.7
1,2022-03-12,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-03-12,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-03-12,BA.4,Omicron,BA.4,0,NA,NA
1,2022-03-12,BA.4.6,Omicron,Other,0,NA,NA
1,2022-03-12,BA.5,Omicron,BA.5,0,NA,NA
1,2022-03-12,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-03-12,BF.11,NA,Other,0,NA,NA
1,2022-03-12,BF.7,NA,Other,0,NA,NA
1,2022-03-12,BN.1,NA,Other,0,NA,NA
1,2022-03-12,BQ.1,Omicron,Other,0,NA,NA
1,2022-03-12,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-03-12,Other,NA,Other,0,0,0.2
1,2022-03-12,XBB,Omicron,Other,0,NA,NA
1,2022-03-12,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-03-19,B.1.1.529,NA,BA.1,4.9,3.1,7.3
1,2022-03-19,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-03-19,BA.1.1,Omicron,BA.1,40.4,36.2,44.7
1,2022-03-19,BA.2,Omicron,BA.2,53.1,47.1,59
1,2022-03-19,BA.2.12.1,Omicron,BA.2.12,1.5,0.7,2.9
1,2022-03-19,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-03-19,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-03-19,BA.4,Omicron,BA.4,0,NA,NA
1,2022-03-19,BA.4.6,Omicron,Other,0,NA,NA
1,2022-03-19,BA.5,Omicron,BA.5,0,NA,NA
1,2022-03-19,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-03-19,BF.11,NA,Other,0,NA,NA
1,2022-03-19,BF.7,NA,Other,0,NA,NA
1,2022-03-19,BN.1,NA,Other,0,NA,NA
1,2022-03-19,BQ.1,Omicron,Other,0,NA,NA
1,2022-03-19,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-03-19,Other,NA,Other,0.1,0,0.3
1,2022-03-19,XBB,Omicron,Other,0,NA,NA
1,2022-03-19,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-03-26,B.1.1.529,NA,BA.1,2.5,1.7,3.6
1,2022-03-26,B.1.617.2,Delta,Delta,0.1,0,0.5
1,2022-03-26,BA.1.1,Omicron,BA.1,26.9,22.8,31.2
1,2022-03-26,BA.2,Omicron,BA.2,65.9,59.6,71.9
1,2022-03-26,BA.2.12.1,Omicron,BA.2.12,4.5,2.8,6.8
1,2022-03-26,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-03-26,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-03-26,BA.4,Omicron,BA.4,0,NA,NA
1,2022-03-26,BA.4.6,Omicron,Other,0,NA,NA
1,2022-03-26,BA.5,Omicron,BA.5,0,NA,NA
1,2022-03-26,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-03-26,BF.11,NA,Other,0,NA,NA
1,2022-03-26,BF.7,NA,Other,0,NA,NA
1,2022-03-26,BN.1,NA,Other,0,NA,NA
1,2022-03-26,BQ.1,Omicron,Other,0,NA,NA
1,2022-03-26,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-03-26,Other,NA,Other,0.2,0,0.8
1,2022-03-26,XBB,Omicron,Other,0,NA,NA
1,2022-03-26,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-04-02,B.1.1.529,NA,BA.1,1.3,0.6,2.6
1,2022-04-02,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-04-02,BA.1.1,Omicron,BA.1,19.6,15.6,24
1,2022-04-02,BA.2,Omicron,BA.2,71,64.8,76.7
1,2022-04-02,BA.2.12.1,Omicron,BA.2.12,7.9,6.1,10
1,2022-04-02,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-04-02,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-04-02,BA.4,Omicron,BA.4,0,NA,NA
1,2022-04-02,BA.4.6,Omicron,Other,0,NA,NA
1,2022-04-02,BA.5,Omicron,BA.5,0,NA,NA
1,2022-04-02,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-04-02,BF.11,NA,Other,0,NA,NA
1,2022-04-02,BF.7,NA,Other,0,NA,NA
1,2022-04-02,BN.1,NA,Other,0,NA,NA
1,2022-04-02,BQ.1,Omicron,Other,0,NA,NA
1,2022-04-02,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-04-02,Other,NA,Other,0.2,0.1,0.5
1,2022-04-02,XBB,Omicron,Other,0,NA,NA
1,2022-04-02,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-04-09,B.1.1.529,NA,BA.1,1.1,0.2,3.4
1,2022-04-09,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-04-09,BA.1.1,Omicron,BA.1,10.5,8.7,12.6
1,2022-04-09,BA.2,Omicron,BA.2,71,66.6,75.1
1,2022-04-09,BA.2.12.1,Omicron,BA.2.12,17.1,14.1,20.3
1,2022-04-09,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-04-09,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-04-09,BA.4,Omicron,BA.4,0.1,0,0.4
1,2022-04-09,BA.4.6,Omicron,Other,0,NA,NA
1,2022-04-09,BA.5,Omicron,BA.5,0,NA,NA
1,2022-04-09,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-04-09,BF.11,NA,Other,0,NA,NA
1,2022-04-09,BF.7,NA,Other,0,NA,NA
1,2022-04-09,BN.1,NA,Other,0,NA,NA
1,2022-04-09,BQ.1,Omicron,Other,0,NA,NA
1,2022-04-09,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-04-09,Other,NA,Other,0.2,0.1,0.4
1,2022-04-09,XBB,Omicron,Other,0,NA,NA
1,2022-04-09,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-04-16,B.1.1.529,NA,BA.1,0.6,0.1,1.6
1,2022-04-16,B.1.617.2,Delta,Delta,0,0,0.1
1,2022-04-16,BA.1.1,Omicron,BA.1,5.7,4.5,7.1
1,2022-04-16,BA.2,Omicron,BA.2,68.6,62.3,74.4
1,2022-04-16,BA.2.12.1,Omicron,BA.2.12,24.7,19.5,30.6
1,2022-04-16,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-04-16,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-04-16,BA.4,Omicron,BA.4,0,0,0.1
1,2022-04-16,BA.4.6,Omicron,Other,0,NA,NA
1,2022-04-16,BA.5,Omicron,BA.5,0,0,0.1
1,2022-04-16,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-04-16,BF.11,NA,Other,0,NA,NA
1,2022-04-16,BF.7,NA,Other,0,NA,NA
1,2022-04-16,BN.1,NA,Other,0,NA,NA
1,2022-04-16,BQ.1,Omicron,Other,0,NA,NA
1,2022-04-16,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-04-16,Other,NA,Other,0.4,0.2,0.6
1,2022-04-16,XBB,Omicron,Other,0,NA,NA
1,2022-04-16,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-04-23,B.1.1.529,NA,BA.1,0.1,0,0.4
1,2022-04-23,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-04-23,BA.1.1,Omicron,BA.1,3.3,2.5,4.3
1,2022-04-23,BA.2,Omicron,BA.2,64.6,59.9,69.1
1,2022-04-23,BA.2.12.1,Omicron,BA.2.12,31.5,27.1,36.3
1,2022-04-23,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-04-23,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-04-23,BA.4,Omicron,BA.4,0.1,0,0.4
1,2022-04-23,BA.4.6,Omicron,Other,0,NA,NA
1,2022-04-23,BA.5,Omicron,BA.5,0,0,0.2
1,2022-04-23,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-04-23,BF.11,NA,Other,0,NA,NA
1,2022-04-23,BF.7,NA,Other,0,NA,NA
1,2022-04-23,BN.1,NA,Other,0,NA,NA
1,2022-04-23,BQ.1,Omicron,Other,0,NA,NA
1,2022-04-23,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-04-23,Other,NA,Other,0.3,0.1,0.5
1,2022-04-23,XBB,Omicron,Other,0,NA,NA
1,2022-04-23,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-04-30,B.1.1.529,NA,BA.1,0.4,0.1,1.3
1,2022-04-30,B.1.617.2,Delta,Delta,0,0,0.3
1,2022-04-30,BA.1.1,Omicron,BA.1,1.2,0.7,2
1,2022-04-30,BA.2,Omicron,BA.2,57,51.1,62.7
1,2022-04-30,BA.2.12.1,Omicron,BA.2.12,40.9,35,47
1,2022-04-30,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-04-30,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-04-30,BA.4,Omicron,BA.4,0.2,0.1,0.5
1,2022-04-30,BA.4.6,Omicron,Other,0,NA,NA
1,2022-04-30,BA.5,Omicron,BA.5,0,0,0.2
1,2022-04-30,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-04-30,BF.11,NA,Other,0,NA,NA
1,2022-04-30,BF.7,NA,Other,0,NA,NA
1,2022-04-30,BN.1,NA,Other,0,NA,NA
1,2022-04-30,BQ.1,Omicron,Other,0,NA,NA
1,2022-04-30,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-04-30,Other,NA,Other,0.1,0,0.5
1,2022-04-30,XBB,Omicron,Other,0,NA,NA
1,2022-04-30,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-05-07,B.1.1.529,NA,BA.1,0.1,0,0.2
1,2022-05-07,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-05-07,BA.1.1,Omicron,BA.1,0.4,0.2,0.7
1,2022-05-07,BA.2,Omicron,BA.2,45.9,42.1,49.7
1,2022-05-07,BA.2.12.1,Omicron,BA.2.12,52.7,48.9,56.4
1,2022-05-07,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-05-07,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-05-07,BA.4,Omicron,BA.4,0.7,0.3,1.5
1,2022-05-07,BA.4.6,Omicron,Other,0,NA,NA
1,2022-05-07,BA.5,Omicron,BA.5,0.2,0.1,0.3
1,2022-05-07,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-05-07,BF.11,NA,Other,0,NA,NA
1,2022-05-07,BF.7,NA,Other,0,NA,NA
1,2022-05-07,BN.1,NA,Other,0,NA,NA
1,2022-05-07,BQ.1,Omicron,Other,0,NA,NA
1,2022-05-07,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-05-07,Other,NA,Other,0.1,0,0.2
1,2022-05-07,XBB,Omicron,Other,0,NA,NA
1,2022-05-07,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-05-14,B.1.1.529,NA,BA.1,0.2,0.1,0.5
1,2022-05-14,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-05-14,BA.1.1,Omicron,BA.1,0.4,0.2,1
1,2022-05-14,BA.2,Omicron,BA.2,39.8,37.9,41.7
1,2022-05-14,BA.2.12.1,Omicron,BA.2.12,58,56,59.9
1,2022-05-14,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-05-14,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-05-14,BA.4,Omicron,BA.4,1,0.6,1.5
1,2022-05-14,BA.4.6,Omicron,Other,0,NA,NA
1,2022-05-14,BA.5,Omicron,BA.5,0.5,0.3,0.8
1,2022-05-14,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-05-14,BF.11,NA,Other,0,NA,NA
1,2022-05-14,BF.7,NA,Other,0,NA,NA
1,2022-05-14,BN.1,NA,Other,0,NA,NA
1,2022-05-14,BQ.1,Omicron,Other,0,NA,NA
1,2022-05-14,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-05-14,Other,NA,Other,0.2,0.1,0.4
1,2022-05-14,XBB,Omicron,Other,0,NA,NA
1,2022-05-14,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-05-21,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-05-21,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-05-21,BA.1.1,Omicron,BA.1,0.4,0,1.6
1,2022-05-21,BA.2,Omicron,BA.2,33.1,30,36.3
1,2022-05-21,BA.2.12.1,Omicron,BA.2.12,64,61.1,66.8
1,2022-05-21,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-05-21,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-05-21,BA.4,Omicron,BA.4,1.6,0.9,2.7
1,2022-05-21,BA.4.6,Omicron,Other,0.2,0,0.8
1,2022-05-21,BA.5,Omicron,BA.5,0.5,0.1,1.5
1,2022-05-21,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-05-21,BF.11,NA,Other,0,NA,NA
1,2022-05-21,BF.7,NA,Other,0,NA,NA
1,2022-05-21,BN.1,NA,Other,0,NA,NA
1,2022-05-21,BQ.1,Omicron,Other,0,NA,NA
1,2022-05-21,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-05-21,Other,NA,Other,0.2,0,0.7
1,2022-05-21,XBB,Omicron,Other,0,NA,NA
1,2022-05-21,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-05-28,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-05-28,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-05-28,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-05-28,BA.2,Omicron,BA.2,22.6,19.4,26.1
1,2022-05-28,BA.2.12.1,Omicron,BA.2.12,70.6,67,74
1,2022-05-28,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-05-28,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-05-28,BA.4,Omicron,BA.4,3,2.3,3.9
1,2022-05-28,BA.4.6,Omicron,Other,0,NA,NA
1,2022-05-28,BA.5,Omicron,BA.5,3.7,2.9,4.6
1,2022-05-28,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-05-28,BF.11,NA,Other,0,NA,NA
1,2022-05-28,BF.7,NA,Other,0,NA,NA
1,2022-05-28,BN.1,NA,Other,0,NA,NA
1,2022-05-28,BQ.1,Omicron,Other,0,NA,NA
1,2022-05-28,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-05-28,Other,NA,Other,0.1,0,0.3
1,2022-05-28,XBB,Omicron,Other,0,NA,NA
1,2022-05-28,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-06-04,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-06-04,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-06-04,BA.1.1,Omicron,BA.1,0.2,0,1.1
1,2022-06-04,BA.2,Omicron,BA.2,20.8,18.3,23.4
1,2022-06-04,BA.2.12.1,Omicron,BA.2.12,65.9,62.7,69
1,2022-06-04,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-06-04,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-06-04,BA.4,Omicron,BA.4,5.7,4.6,7.1
1,2022-06-04,BA.4.6,Omicron,Other,0.6,0.1,1.7
1,2022-06-04,BA.5,Omicron,BA.5,6.7,5,8.8
1,2022-06-04,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-06-04,BF.11,NA,Other,0,NA,NA
1,2022-06-04,BF.7,NA,Other,0,NA,NA
1,2022-06-04,BN.1,NA,Other,0,NA,NA
1,2022-06-04,BQ.1,Omicron,Other,0,NA,NA
1,2022-06-04,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-06-04,Other,NA,Other,0.1,0,0.5
1,2022-06-04,XBB,Omicron,Other,0,NA,NA
1,2022-06-04,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-06-11,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-06-11,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-06-11,BA.1.1,Omicron,BA.1,0.1,0,0.5
1,2022-06-11,BA.2,Omicron,BA.2,13.4,11.5,15.5
1,2022-06-11,BA.2.12.1,Omicron,BA.2.12,61.6,57.7,65.5
1,2022-06-11,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-06-11,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-06-11,BA.4,Omicron,BA.4,8,6,10.5
1,2022-06-11,BA.4.6,Omicron,Other,0.7,0.3,1.4
1,2022-06-11,BA.5,Omicron,BA.5,16.1,13.2,19.3
1,2022-06-11,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-06-11,BF.11,NA,Other,0,NA,NA
1,2022-06-11,BF.7,NA,Other,0,NA,NA
1,2022-06-11,BN.1,NA,Other,0,NA,NA
1,2022-06-11,BQ.1,Omicron,Other,0,NA,NA
1,2022-06-11,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-06-11,Other,NA,Other,0,NA,NA
1,2022-06-11,XBB,Omicron,Other,0,NA,NA
1,2022-06-11,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-06-18,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-06-18,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-06-18,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-06-18,BA.2,Omicron,BA.2,11.6,9.1,14.6
1,2022-06-18,BA.2.12.1,Omicron,BA.2.12,53.7,45.5,61.8
1,2022-06-18,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-06-18,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-06-18,BA.4,Omicron,BA.4,9.1,6.8,11.8
1,2022-06-18,BA.4.6,Omicron,Other,0.8,0.2,2
1,2022-06-18,BA.5,Omicron,BA.5,24.2,19.2,29.7
1,2022-06-18,BA.5.2.6,Omicron,BA.5,0.2,0,0.9
1,2022-06-18,BF.11,NA,Other,0,NA,NA
1,2022-06-18,BF.7,NA,Other,0,NA,NA
1,2022-06-18,BN.1,NA,Other,0,NA,NA
1,2022-06-18,BQ.1,Omicron,Other,0,NA,NA
1,2022-06-18,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-06-18,Other,NA,Other,0.4,0.1,1.2
1,2022-06-18,XBB,Omicron,Other,0,NA,NA
1,2022-06-18,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-06-25,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-06-25,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-06-25,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-06-25,BA.2,Omicron,BA.2,8.4,6.4,10.7
1,2022-06-25,BA.2.12.1,Omicron,BA.2.12,36,31.5,40.8
1,2022-06-25,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-06-25,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-06-25,BA.4,Omicron,BA.4,13.1,10.7,15.7
1,2022-06-25,BA.4.6,Omicron,Other,1.2,0.3,2.9
1,2022-06-25,BA.5,Omicron,BA.5,41.1,38.2,44
1,2022-06-25,BA.5.2.6,Omicron,BA.5,0.1,0,0.5
1,2022-06-25,BF.11,NA,Other,0,NA,NA
1,2022-06-25,BF.7,NA,Other,0.1,0,0.6
1,2022-06-25,BN.1,NA,Other,0,NA,NA
1,2022-06-25,BQ.1,Omicron,Other,0,NA,NA
1,2022-06-25,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-06-25,Other,NA,Other,0.1,0,0.5
1,2022-06-25,XBB,Omicron,Other,0,NA,NA
1,2022-06-25,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-07-02,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-07-02,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-07-02,BA.1.1,Omicron,BA.1,0.1,0,0.4
1,2022-07-02,BA.2,Omicron,BA.2,4.7,2.7,7.4
1,2022-07-02,BA.2.12.1,Omicron,BA.2.12,26.6,23.8,29.6
1,2022-07-02,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-07-02,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-07-02,BA.4,Omicron,BA.4,14,12.1,16.1
1,2022-07-02,BA.4.6,Omicron,Other,0.9,0.4,1.6
1,2022-07-02,BA.5,Omicron,BA.5,53.6,49.8,57.4
1,2022-07-02,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-07-02,BF.11,NA,Other,0,NA,NA
1,2022-07-02,BF.7,NA,Other,0,NA,NA
1,2022-07-02,BN.1,NA,Other,0,NA,NA
1,2022-07-02,BQ.1,Omicron,Other,0,NA,NA
1,2022-07-02,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-07-02,Other,NA,Other,0.1,0,0.5
1,2022-07-02,XBB,Omicron,Other,0,NA,NA
1,2022-07-02,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-07-09,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-07-09,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-07-09,BA.1.1,Omicron,BA.1,0.1,0,0.5
1,2022-07-09,BA.2,Omicron,BA.2,3.3,1.4,6.4
1,2022-07-09,BA.2.12.1,Omicron,BA.2.12,15.2,13.1,17.5
1,2022-07-09,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-07-09,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-07-09,BA.4,Omicron,BA.4,10.8,9,12.8
1,2022-07-09,BA.4.6,Omicron,Other,2.5,1.6,3.6
1,2022-07-09,BA.5,Omicron,BA.5,68.2,64.7,71.5
1,2022-07-09,BA.5.2.6,Omicron,BA.5,0,NA,NA
1,2022-07-09,BF.11,NA,Other,0,NA,NA
1,2022-07-09,BF.7,NA,Other,0,NA,NA
1,2022-07-09,BN.1,NA,Other,0,NA,NA
1,2022-07-09,BQ.1,Omicron,Other,0,NA,NA
1,2022-07-09,BQ.1.1,Omicron,Other,0,NA,NA
1,2022-07-09,Other,NA,Other,0,NA,NA
1,2022-07-09,XBB,Omicron,Other,0,NA,NA
1,2022-07-09,XBB.1.5,Omicron,Other,0,NA,NA
1,2022-07-16,B.1.1.529,NA,BA.1,0,NA,NA
1,2022-07-16,B.1.617.2,Delta,Delta,0,NA,NA
1,2022-07-16,BA.1.1,Omicron,BA.1,0,NA,NA
1,2022-07-16,BA.2,Omicron,BA.2,1.4,0.8,2.3
1,2022-07-16,BA.2.12.1,Omicron,BA.2.12,9.2,7.4,11.1
1,2022-07-16,BA.2.75,Omicron,BA.2.75,0,NA,NA
1,2022-07-16,BA.2.75.2,Omicron,BA.2.75,0,NA,NA
1,2022-07-16,BA.4,Omicron,BA.4,9.9,8.3,11.8
